comment,comment_length,word_count,bert_sentiment
Precio,6,1,neutral
asen envios y cuanto 😊 kisiera unas,35,7,positive
jordan retro para hombre pee,28,5,neutral
♡,9,1,neutral
jordan campanita jeje,21,3,neutral
y en talla 35 traes?,21,5,neutral
Precio xfavor,13,2,neutral
tío Yolu no responden lptm,26,5,neutral
buenas noches precio talla 37,29,5,neutral
no me mandan catálogo yo eh escrito hace un mes y nada,54,12,neutral
ni me responden,15,3,neutral
cuanto tio?,12,2,neutral
por la weba es nunca te responden,33,7,neutral
precio talla 9.5 americana,26,4,neutral
tío yulo pero no responde tu asesor,35,7,neutral
presio yolu,11,2,neutral
precio,6,1,neutral
cual es el precio??,20,4,neutral
cuánto tío yolu,15,3,neutral
CASA DE LAS ZAPATILLAS donde están las reebok,49,8,neutral
Bendiciones quiero unos cuatro pares para lima me pueden enviar,63,10,neutral
cuanto?,8,1,neutral
yo quiero,9,2,neutral
colores xfa??,13,2,neutral
bacano,6,1,neutral
a cuanto está,13,3,neutral
Pura estafa,11,2,neutral
Pura réplica,12,2,neutral
"ahí puedo llevar mi ropa, a qué hora habré la lavandería???",59,11,neutral
hacen envíos deseo para mi uso🙏,31,6,neutral
"Talla 11.5 US o 46, tienen algún modelo",39,8,neutral
yo kiero asen envío a provincia,31,6,neutral
Broo yo kiero el negro con rojo,31,7,neutral
precio,6,1,neutral
precio y catálogo x favor,25,5,neutral
serán originales?,30,2,neutral
precio,6,1,neutral
Sabes lo que me gusta de tus videos mano que le pones un entusiasma.. de la y tmb La forma como explicas y de que materiales esta hecho,136,28,neutral
asen envío a Nicaragua,22,4,neutral
para diciembre tengo que ir,27,5,neutral
talla 40 yoluu,14,3,neutral
me interesa,11,2,neutral
precio,6,1,neutral
Dior blooming bouquet es el mejor para juvenil 🥰siempre lo,58,10,positive
llegué aqui del comentario en el que alguien rompió su miss dor en el aeropuerto,80,15,neutral
el burberry her está riquísimo,30,5,neutral
yo amo el Blooming bouquet 😍😍,29,6,positive
Ay a mi no me gustó 😭,21,7,negative
"me gusta, pero tiene una terminación de viejito",47,8,neutral
"vuelvan viral el hypnotic poison, ese si es delicioso 😭😭",56,10,neutral
Cuánto es la duración del aroma,31,6,neutral
Naaaaa huele rico pero no es la gran cosa,41,9,neutral
al parecer no soy el único que viene del comentario del aeropuerto de Guadalajara 💀🤣,84,15,neutral
Dura muy poco el olor 😏,23,6,neutral
es verdad cuando te regala perfume tu novio se acaba el amor?,62,12,neutral
cuál es su costo?,17,4,neutral
Yo amo el blooming bouquet y huele hermoso lo amo 🥰,51,11,positive
"huele riquísimo, las que dicen que no dura el aroma será que no es el original, por que el original huele rico y dura bastante",126,25,neutral
"huele rico pero la verdad no tanto como lo describen aquí, a mí parecer siendo joven siento que no es para nosotras las ""adolecentes"" es más para señoras 😞",155,29,neutral
El Dior Addict es otro nivel 😻😻😻😻,33,7,neutral
Miss Dior huele riquísimo y si dura las personas que dicen q no huele pues quizás no ah usado el original osi es original y te huele pues tienes tu ph fuerte y te haces oler a viejito,183,38,neutral
yo tengo eseee,14,3,neutral
"Lo probé pero no me gustó mucho, prefiero el blooming bouquet uwu",65,12,neutral
Yo lo tengo. Y huele muy rico y dura mucho,42,10,neutral
No el Valentino es mejor,24,5,neutral
floral no me gusta! Pero habrá que probar 🥰,43,9,positive
La verdad a mi no me gusta como huele,37,9,neutral
dónde lo consigo,16,3,neutral
Naaa te tienes que echar media botella para que sepan que tienes el perfume.,76,14,neutral
Comprenmelo 🥺🥺😭,15,2,neutral
"Depende del pH, a mi no se me hizo encantador es más huele feo 😂😂😂",66,15,neutral
amigo cual recomiendas mas el azzaro the most wanted parfum o edp intense,73,13,neutral
T amo miss dior😭,16,4,neutral
ES SIMILAR AL VERSACE BRIGHT CRYSTAL???,40,6,neutral
por este medio te pido???,26,5,neutral
la llevo queriendo mucho tiempo🥺,32,5,neutral
"CHANNEL GABRIELLE "" ESSENCE"" WOW🥰 LO MAXIMO",43,7,positive
Ese no es el de Mia Colucci? (Revelde Way) 😍😍😍,46,10,positive
entre ese y el absolutely bombing hay mucha diferencia?,55,9,neutral
en lo personal huele delicioso y se te queda.... me lo compraron en españa,74,14,neutral
Precio??,8,1,neutral
te amo miss dior,16,4,neutral
Me encanta unos de mis favoritos,32,6,neutral
ese huele a medicamento,23,4,neutral
Y como identifico si es el perfume original mi madre tiene una pero el moño es de plastico,90,18,neutral
Mi favorito yo lo uso me encanta,32,7,neutral
"Es una verdadera delicia, con una fijación única, Miss Dior es garantía 🥰",73,13,positive
Yesssssssd,10,1,positive
me encanta huele muy muy bien.,30,6,neutral
no,2,1,neutral
precio,6,1,neutral
Hola q precio tiene el perfume miss Dior,40,8,neutral
Lo necesitooo😭😭😭,16,2,negative
Unos de mis favoritos😍,22,4,positive
la marca terramar tiene un dup🙀🙀🙀,33,6,negative
El mejor Miss Dior es el cherie que ya descontinuaron 😪😪😪,57,11,negative
"Lo tengo, tiene un aroma exquisito pero no es para mí y lo uso para aromatizar mi hogar. La historia detrás de esa fragancia es muy bella.",138,27,neutral
"Es muy dulce, a mi me encanta 😻",31,8,neutral
en Perú donde la puedo encontrar???,35,6,neutral
es deli ya lo tuve,18,5,neutral
el mejor regalo que me hicieron x cumpleaños,44,8,neutral
"Yooooo lo tengooooo y es, riquísimo 👍👍❤️❤️me lo regalo mi hijo, trabaja para Dior 👍👍❤️❤️",88,15,positive
"yo solo uso perfumes para niñas pequeñas, los perfumes de mujer son muy fuertes y me marean mucho 😔",99,19,neutral
es delicioso mi amiga de Boston me envía estuche completo🥰,58,10,positive
sinceramente quería comprarme lo pero no me gustó 🥺,51,9,neutral
Hola tienen el de versage?,26,5,neutral
El olor no es mi favorito el empaque es precioso pero no es lo que uno se espera,80,18,neutral
pa me lo compras😁,17,4,positive
Cuánto cuesta???,17,2,neutral
mega delicioso 🥰 lo adoro 🥰,27,6,positive
El mejor,8,2,neutral
yo amo yo amo ese perfume es mi fav🤩🤩,37,9,positive
porque será que los aromas muy dulces me hacen daño?🥺🥺,54,10,neutral
Lo tengo desde hace miiiil de años y aún no me lo puedo acabar,62,14,neutral
tienes varias muestras de perfumes de chicas para regalar 🥰😅,60,10,positive
No,2,1,neutral
no soy fan de la vainilla...predomina?,38,6,neutral
Precio,6,1,neutral
información por favor,21,3,neutral
"POR DONDE PASO TODO EL MUNDO ME PREGUNTA QUE ESTOY USANDO, ASI QUE TIENES RAZÓN",80,15,neutral
Tengo la versión 2017 existirá aun? Es eau perfum,49,9,neutral
Siiiiiiiiiiiiiiiiiiii huele demasiado rico 🥰,44,5,positive
Que perfume recomienda dure olor hay no duran olor gracias,58,10,neutral
Mi preferido 😍,14,3,positive
abra en Perú,12,3,neutral
noo,3,1,neutral
# Imdior,8,2,neutral
Muy rico ☺️😌,12,3,positive
Lit❤️‍🔥❤️‍🔥❤️‍🔥,15,1,positive
precio,6,1,neutral
lo tengo. es ricooo,19,4,neutral
Siempre me lo chulean 🥰 mi esposo me lo regaló en set el año pasado en mi cumple.,81,18,positive
mineee,6,1,neutral
qué precio tiene y a dónde lo puedo conseguir,45,9,neutral
no pasa nada,12,3,neutral
🥰🥰🥰 totalmente cierto,21,3,positive
Donde están ubicados,20,3,neutral
divido,6,1,neutral
"No me gusto en mi ph de piel deja una mala terminacion muy malo, simplemente no es para mi hajaja",97,20,neutral
"Lo amo!😫 Muy rico, delicado, atalcado. Sirve para todo❤️",56,9,positive
me dijeron q huele como a señora,32,7,neutral
Uno de mis favoritos ❤️✨,24,5,positive
precio,6,1,neutral
"no me gustó, el probador parecia diferente.. no me perdura, cuando mi piel absorbe todos los perfumes.. y lo compre en Duty free.. antes que me digan que es trucho. El envase se ve ordinario",190,35,neutral
Precio,6,1,neutral
Delicioso en que aspecto,24,4,neutral
"yo lo tengo y me encanta. ahora comprendo, tengo 50 años 🤪😍👌👍. aún así, hay que recordar que depende mucho de nuestro PH!. bendiciones hermosas!! 🙏 ☺️❤️",152,27,positive
"No me gustó para nada 🥺, huele como a talco y abuelita …. Después empieza a oler un poco mejor pero aún así 💀 ahora me lo tengo que acabar en 1 mes",147,33,neutral
Por qué unos traen el moño en plástico y otro en cinta,54,12,neutral
precio,6,1,neutral
es muy caro🥺,12,3,neutral
JJ JJ,5,2,neutral
están ubicados en apatzingan???,31,4,neutral
Qué año es ese,14,4,neutral
Nooo no me gustó,16,4,neutral
Te gustan esos,14,3,neutral
Yo lo tengo 😍👏🏻,15,4,positive
Afirmó si si si.. este miss Dior es una delicia,48,10,neutral
cuánto cuestaa,14,2,neutral
No me gusta el olor :/,22,6,negative
En donde lo consigo gracias?,28,5,neutral
donde lo pido y que precio,26,6,neutral
vainilla😔🤢,10,1,negative
Mi perfume🥰,11,2,positive
que precio está,15,3,neutral
😍😍😍❤️Lo amo.,12,2,positive
hola info de.nuestra,20,3,neutral
yo lo quiero,12,3,neutral
"Me lo regalaron en navidad, y lo estrene en el trabajo y mis jefes lo amaron, me preguntaron cual usaba pars comprarlo a sus esposas. es un 100/10 hueles a mujer costosa 🥰",171,33,positive
quiero uno como puedo comunicarme porfa 🙏,41,7,neutral
Nada espectacular huele más deli blooming bouquet 💐 y rose 🌹 n roses 🥀👌🏻👌🏻,74,14,positive
yo lo tengo y ni lo uso casi pero es muy bueno es similar al victoria secret en perfume,87,19,neutral
Me encanta...! Es el q uso junto con el J'adore...,50,10,neutral
precio,6,1,neutral
"a mí me gustaba el Cherie, pero ya lo descontinuaron 🥺",54,11,neutral
Me encanta que precio tiene gracias,35,6,neutral
Yo necesito el Miss Dior y el de Ariana Grande (el del corazon)😻,64,13,neutral
me recomiendan el perfume o el set? 😭,37,8,neutral
Es dulce?,9,2,neutral
que precio tiene las muestras,29,5,neutral
cuál es el precio aproximadamente? me gustaría comprárselo a mi novia :c,72,12,neutral
A mi no me huele a nada😂,24,7,neutral
Diorisimo. Dior. Jazmin,23,3,neutral
Miss Dior. Huele a rosas,25,5,neutral
algún perfume q no lleve vainilla?,34,6,neutral
Me encantoooo,13,2,neutral
My best! ❤,10,3,positive
hola precio,11,2,neutral
El Perfum sólito es mucho más delii,35,7,neutral
Lo amoooo🥰🥰,11,2,positive
muy dulce,9,2,neutral
Confirmo 🥰🤩🤩 lo amoooo!,23,4,positive
dónde lo compro,15,3,neutral
Eden Roc tambien 💋💋💋💋💋,22,4,positive
A mi me encanta 🥰🥰🥰🥰🥰,21,5,positive
tiene el mejor holor😫,21,4,negative
Es verdad lo tengo me encanta,29,6,neutral
"tengo una pregunta, por ejemplo el de Carolina herrera rosa de tacón (no me sé el nombre) si hay sudor hace que el perfume huela más fuerte el miss Dior también hace eso?",170,33,neutral
"El mejor, muy muy parecido casi igual al Chrery, como lo extrañooo",66,12,neutral
Miss Dior mis perfumes Favoritos tengo 3 distintos 🥰🥰 amo Miss Dior y Versace,77,14,positive
"Ya pero, cuanto esta?",21,4,neutral
que precio está?,16,3,neutral
precio,6,1,neutral
lo recomiendo labas tu ropa iel olor no se ba suabe vale lo que cuesta,70,15,neutral
precio,6,1,neutral
en el día de mi boda me aplicaré ese perfume,44,10,neutral
precio,6,1,neutral
donde lo puedo comprar?,23,4,neutral
por favor cómo hago para contratarte que yo quiero las criaturas en perfume y quiero esa loción que estás mostrando allí,120,21,neutral
dónde vende en Perú,19,4,neutral
precio del decant,17,3,neutral
por alguna razón el mio se iso amarillo color cobre I no megusta el aolor talves se echo aperder el chabacano 👀👀👀👀👀,115,22,neutral
Lo tengo y me encanta,21,5,neutral
Amo Miss Dior ❤️,16,4,positive
🥰lo amo🥰,8,2,positive
No me gusta 🙄 amo Mugler de angel Nova 🥰,40,10,positive
No me gustó la compré y me parece muy suave,43,10,neutral
que precio tiene?,17,3,neutral
a mí no me gusta 😃,18,6,neutral
si me encantan compre cdior pero era azul huele rico bien suabe,63,12,neutral
"Yo lo tengo’ pero cambio de color :( porque como me dijo la chica de la tienda, cambia cuando se expone mucho a la luz. Ahora huele más fuerte 🤣",146,30,neutral
Miracle forever de Lancome y Amarige Givenchi ♥️,48,8,positive
quiero uno,10,2,neutral
precio,6,1,neutral
🥰🥰🥰Gloria a Dios,16,3,positive
Quierooo,8,1,neutral
Yo lo tengo me gusta muchísimo,30,6,neutral
"todo Dior es exquisito, hace 30 años había un aroma de Dior que se llamaba Diorella de Dior, lo descontinuaron. era exquisita nunca he olido una fragancia igual.",161,28,neutral
yo lo tengo no me gustó el mejor es valentino,45,10,neutral
Algún perfume que me recomienden para una amiga que tiene 16?,61,11,neutral
yo lo amooooooo,15,3,neutral
yo prefiero la vida es bella,28,6,neutral
Casi parecido a la vida es bella! No es como lo pintan!,55,12,neutral
Dune no tienen??,16,3,neutral
"Hola! quiero saber si tienes muestras de los perfumes de Billie Eilish, si los tienes me interesarían comprarlos.",113,18,neutral
lo bueno que compré el pequeño porque ya me enfado el olor porque una compañera de trabajo lo usa todos los días y como que ya no me gusta,138,29,neutral
pienso que el perfume Rosa de Carolina Herrera es mejor,55,10,positive
Miss Dior 2024😍uffff,20,3,positive
Que es Eau de parfum?,21,5,neutral
lo quiero,24,2,neutral
@ⒼⒶⓉⒾⓉⓄ 🄼🄸🄰🅄 🅖🅐🅜🅔🅢 mmm ya siento el olor 🥺,43,9,neutral
Lacherre De 🙄🙄,23,3,negative
.g,11,1,neutral
:3 lo quiero,20,3,neutral
😂,1,1,neutral
ay nooo,18,2,negative
Fuentes385,16,1,neutral
VZ,8,1,neutral
533662,12,1,neutral
TOrres TOrres Roman Jimene,43,4,neutral
regalamelo 🥰,25,2,positive
/09/23,9,1,neutral
🥺,1,1,neutral
✨,1,1,positive
❤️❤️❤️,6,1,positive
👏👏👏,3,1,positive
😁,1,1,positive
🥰,1,1,positive
😂,1,1,neutral
🙏,1,1,positive
😳,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
🙏🏻,2,1,positive
❤️,2,1,positive
❤️,2,1,positive
😂,1,1,neutral
🤣,1,1,neutral
❤,1,1,positive
😁,1,1,positive
🥺,1,1,neutral
😂,1,1,neutral
🤣,1,1,neutral
🥰,1,1,positive
😍,1,1,positive
♥️,2,1,positive
😁,1,1,positive
🥰,1,1,positive
😳,1,1,neutral
✨,1,1,positive
😂,1,1,neutral
😁,1,1,positive
😌,1,1,positive
Mono 🇨🇴🇨🇴 quiero eso amor 🥺🥺🥰,33,6,positive
✨,1,1,positive
😍😍😍,3,1,positive
😳,1,1,neutral
🤣,1,1,neutral
😂,1,1,neutral
👏,1,1,neutral
💖,1,1,positive
🥰,1,1,positive
😂,1,1,neutral
😳,1,1,neutral
😁,1,1,positive
🥰,1,1,positive
😭😭😭,3,1,negative
😳,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
😏,1,1,neutral
❤️,2,1,positive
😁,1,1,positive
❤️,2,1,positive
😂,1,1,neutral
❤️❤️❤️,6,1,positive
😂😂😂,3,1,neutral
😁😁😁,3,1,positive
😁,1,1,positive
😁,1,1,positive
🥰,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
🥰🥰🥰,3,1,positive
🥰,1,1,positive
🥰,1,1,positive
🎁🎁🎁,3,1,positive
❤️,2,1,positive
🥰,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
😘,1,1,positive
😳,1,1,neutral
🥰,1,1,positive
✨,1,1,positive
🥺🥺🥺,3,1,neutral
🥰🥰🥰,3,1,positive
☹️,2,1,negative
😁😁😁,3,1,positive
🥰,1,1,positive
😁😁😁,3,1,positive
🤭,1,1,neutral
🙏,1,1,positive
✨,1,1,positive
😆,1,1,positive
😁,1,1,positive
🥰,1,1,positive
😊,1,1,positive
🥰,1,1,positive
🥰🥰🥰,3,1,positive
🥺🥺🥺,3,1,neutral
❤️❤️❤️,6,1,positive
🤨,1,1,neutral
💗,1,1,positive
❤️,2,1,positive
👏,1,1,neutral
❣,1,1,neutral
🥰🥰🥰,3,1,positive
😂,1,1,neutral
😂,1,1,neutral
😭😭😭,3,1,negative
🥰🥰🥰,3,1,positive
😂,1,1,neutral
😁,1,1,positive
🥰,1,1,positive
😂😂😂,3,1,neutral
🥰,1,1,positive
😂,1,1,neutral
💕,1,1,positive
😁,1,1,positive
😁,1,1,positive
😳😳😳,3,1,neutral
😳,1,1,neutral
❤️❤️❤️,6,1,positive
💖,1,1,positive
😳,1,1,neutral
😂,1,1,neutral
🥰,1,1,positive
😔,1,1,negative
🥰,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😁,1,1,positive
😁,1,1,positive
😞😞😞,3,1,negative
🥰,1,1,positive
😍😍😍,3,1,positive
👏,1,1,neutral
😂😂😂,3,1,neutral
😂,1,1,neutral
🥺,1,1,neutral
😂😂😂,3,1,neutral
🥰,1,1,positive
💛💛💛,3,1,positive
♥️♥️♥️,6,1,positive
🎄🎄🎄,3,1,positive
🥰,1,1,positive
😁,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😭,1,1,neutral
💕,1,1,positive
😂,1,1,neutral
🥰,1,1,positive
😁😁😁,3,1,positive
🙏🙏🙏,3,1,positive
💙,1,1,positive
😁,1,1,positive
😁,1,1,positive
🌷🌷🌷,3,1,positive
❤️,2,1,positive
🥺,1,1,neutral
😁,1,1,positive
🥰,1,1,positive
🙏,1,1,positive
😔,1,1,negative
🥺🥺🥺,3,1,neutral
❤️❤️❤️,6,1,positive
😳,1,1,neutral
🥰,1,1,positive
😁,1,1,positive
😂😂😂,3,1,neutral
🥰,1,1,positive
🥺,1,1,neutral
😂,1,1,neutral
🥰,1,1,positive
😁😁😁,3,1,positive
🥰,1,1,positive
😍😍😍,3,1,positive
🍀,1,1,neutral
❤️❤️❤️,6,1,positive
🥰,1,1,positive
❤️,2,1,positive
😁,1,1,positive
😍😍😍,3,1,positive
🥰,1,1,positive
😻😭,2,1,negative
❤️,2,1,positive
😻,1,1,neutral
😅,1,1,positive
🥰,1,1,positive
😁,1,1,positive
😳,1,1,neutral
❤️❤️❤️,6,1,positive
😂😂😂,3,1,neutral
❤️❤️❤️,6,1,positive
🥰,1,1,positive
🥰,1,1,positive
💗,1,1,positive
🥰🥰🥰,3,1,positive
💙,1,1,positive
😌,1,1,positive
😭😭😭,3,1,negative
✨✨✨,3,1,positive
😂,1,1,neutral
👍👍👍,3,1,positive
🥺🥺🥺,3,1,neutral
😭,1,1,neutral
😌,1,1,positive
🙏,1,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
😅,1,1,positive
🥰,1,1,positive
🥰,1,1,positive
🥺🥺🥺,3,1,neutral
😅,1,1,positive
🥰🥰🥰,3,1,positive
🙏🏻,2,1,positive
🥰,1,1,positive
👏,1,1,neutral
👍,1,1,positive
🥰,1,1,positive
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
💛💛💛,3,1,positive
🥰,1,1,positive
😻😻😻,3,1,neutral
😁😁😁,3,1,positive
🥰,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
🥰,1,1,positive
Garcia,13,1,neutral
☺️,2,1,positive
❤️❤️❤️❤️❤️,10,1,positive
😁,1,1,positive
😳😳😳,3,1,neutral
😂😂😂,3,1,neutral
🥰,1,1,positive
😂,1,1,neutral
😂,1,1,neutral
🥳🥳🥳🥳🥳🥳🥳🥳,8,1,positive
🥰🥰🥰,3,1,positive
😂,1,1,neutral
😍,1,1,positive
😁,1,1,positive
😁,1,1,positive
😔,1,1,negative
😳😳😳,3,1,neutral
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
😅,1,1,positive
🥰,1,1,positive
❤️❤️❤️,6,1,positive
🥰,1,1,positive
memo,10,1,neutral
✨,1,1,positive
❤️,2,1,positive
🥰❤️❤️,5,1,positive
😁,1,1,positive
Si la verdad mi hija lo tiene y huele muy rico 😋,48,12,neutral
"Yes, yo lo tengo el precio es $200",34,8,neutral
+-++,4,1,neutral
Sexy sexy,9,2,positive
"Hola 👋 ¿ Ya cuenta con una página web con catálogo online? ✔️Incrementa tus ventas ✔️Crea otro canal de venta ✔️Vende mas facil..,.-.-.-",137,23,neutral
😫😫😫,3,1,negative
🔥,1,1,positive
botella fea son mejor los perfumes como Jean Paul gutiel le male elixir,71,13,neutral
esos perfumes caros no huelen lo que valen,42,8,neutral
Mi abuela lo usa para ver a mi tío 😨,36,10,neutral
Nenas recomienden perfumes dios que huelan bien plis,52,8,neutral
lo probé no me gusto huele a perfume del que usan las viejas,60,13,neutral
"El de la botella mas grande es mas rico, ese huele a viejita",60,13,neutral
Ps para mi huele a talco :V,27,7,neutral
😝,1,1,neutral
😒😒😒,3,1,negative
waoooo delicioso lo quiero,26,4,neutral
dicen que huele a viejita,25,5,neutral
Huele a señora no me gustó pero el aroma dura muchísimo,55,11,neutral
no Yo ayer fui a sephora Y olía horrible😭,41,9,negative
"No huele Rico, están mejor los perfume de Carolina Herrera y PRADA",67,12,neutral
pero huele a vieja,18,4,neutral
precio,6,1,neutral
😢😢😢,3,1,negative
"Me encanta!! Huele divino y dura tooodoooo el día, de hecho aun al bañarte queda el aroma en el fondo😍",102,20,positive
😂,1,1,neutral
😅,1,1,positive
😁,1,1,positive
quiero el pequelito,19,3,neutral
🥰🥰🥰,3,1,positive
yo quiero uno amaderado🥰,24,4,positive
No me gustó,11,3,neutral
A mi personalmente no me gustó😩me quedo con el de Ariana,56,11,neutral
por que descontinuarian a tendre poison de dior?,49,8,neutral
a mi no me gusta huele a viejita,32,8,neutral
cuanto esta por fa,18,4,neutral
ese huele a señora,18,4,neutral
O melhor que existe ♥️,22,5,positive
😋,1,1,positive
"No me gustó, esta mejor el Rose n roses 🥰😍",42,10,positive
lo amo,6,2,neutral
Donde lo compro,15,3,neutral
A que huele?,12,3,neutral
Vi q tienen una versión para el pelo. Es verdad?,48,10,neutral
cuanto cuesta mandame wl link para ordenar,42,7,neutral
🥰,1,1,positive
Riiico😻,7,1,neutral
🥰🥰🥰,3,1,positive
"🥰.algunos están en shein, tiene la misma calidad o tiene algún cambio.?",71,12,neutral
😌,1,1,positive
Wow lo necesito! 🥰,18,4,positive
❤️,2,1,positive
es rico pero a mi me marea muy dulce,36,9,neutral
😁😁😁,3,1,positive
"Yo lo compre, pero con el pasar de los días ya no me agradó! Siento que es para una mujer madura, no para una joven. Mi humilde opinión!",136,28,neutral
asen envíos,11,2,neutral
Ese perfume lo usa mi abuela lol,32,7,neutral
😁,1,1,positive
cuánto cuesta esa vaina?,24,4,neutral
El mejor y te dura todo el día ❤️❤️❤️❤️❤️❤️❤️❤️❤️,49,9,positive
Huele a viejaaaaa,17,3,neutral
Alguien dígame si es dulce,26,5,neutral
"lo odié, huele a perfume para viejita",37,7,neutral
😁😁😁,3,1,positive
uno que huela fresco,20,4,neutral
Precio,6,1,neutral
😂😂😂,3,1,neutral
😁,1,1,positive
🥰,1,1,positive
😂😂😂,3,1,neutral
🥰,1,1,positive
cuanto cuesta,13,2,neutral
😂,1,1,neutral
cuál es el costo por fa,23,6,neutral
😔,1,1,negative
🥰🥰🥰,3,1,positive
😁,1,1,positive
queirooo,8,1,neutral
eres de chile,13,3,neutral
🥰,1,1,positive
yo la use muchos años.es ufff,30,6,neutral
Hay Dios,8,2,neutral
😻😻😻,3,1,neutral
😳😳😳,3,1,neutral
me lo quiero comprar me lo recomiendan?,39,7,neutral
😳,1,1,neutral
es mi favorito 🥰🥰🥰huele delicioso ❤️❤️❤️,40,6,positive
🥰,1,1,positive
Yo lo compré y no me funcionó el olor se me iva muy pronto,58,14,neutral
😊😊😊,3,1,positive
😁😁😁,3,1,positive
😂😂😂,3,1,neutral
❤️,2,1,positive
"Ingaturroña, sale casi 4,000 varos",34,5,neutral
💯 me encanta tengo de barias marcas pero este sexi 😊,52,11,positive
🥰,1,1,positive
me gusta más de Chanel,22,5,neutral
A mi no me gusto no se me hizo para nada atractivo el olor,58,14,neutral
Si es rico excelente 👌,22,5,positive
😜,1,1,positive
💓,1,1,positive
Yo lo tengo mucho rico juju,27,6,neutral
🔥,1,1,positive
🥰🥰🥰mi preferido,15,2,positive
Me gusta más el Joy Dior 🥰✨,27,7,positive
💀,1,1,neutral
precio??,8,1,neutral
💋💋💋,3,1,positive
😊😊😊,3,1,positive
yo lo quiero en cuanto,22,5,neutral
😁😁😁,3,1,positive
TESTEAN EN ANIMALES!!!!!!!,26,3,neutral
🥰🥰🥰,3,1,positive
🤣🤣🤣,3,1,neutral
$$$,3,1,neutral
🥺🥺cuando dijo floral pues me desánimo,37,6,positive
requisito me encanta,20,3,neutral
🥰,1,1,positive
Cuánto vale,11,2,neutral
🥰,1,1,positive
♥️♥️♥️amo,9,1,positive
supuestamente huele a señora...,31,4,neutral
😂😂😂,3,1,neutral
el Gucci Rush 🤤🤤🤤🤤 siempre me preguntan cómo se llama,53,10,positive
😁,1,1,positive
💗💗💗,3,1,positive
Lo confirmo... es hermoso,25,4,neutral
☺️,2,1,positive
dónde puedo comprarlo 🥺,23,4,neutral
😁,1,1,positive
🥰si muy rico,12,3,positive
"Huele a señora, está más rico el poison ✨",41,9,neutral
😂,1,1,neutral
😁,1,1,positive
👌,1,1,positive
Es deliciosooooo,16,2,positive
huele a señora😭😭😭,17,3,negative
muy para señoras de tercero edad 😏🥰,35,7,positive
🤨,1,1,neutral
no me gusta💔,12,3,negative
❤️,2,1,positive
Uf no,5,2,neutral
😂😂😂,3,1,neutral
🥰,1,1,positive
G. Rios,18,2,neutral
🥰,1,1,positive
me gusta,8,2,neutral
😂,1,1,neutral
🥰,1,1,positive
precio,6,1,neutral
😁,1,1,positive
😂,1,1,neutral
🥰,1,1,positive
🥰,1,1,positive
😁,1,1,positive
🥰🥰🥰,3,1,positive
😁,1,1,positive
precioooo,9,1,neutral
que cuesta,10,2,neutral
"Las versiones anteriores eran las mejores, esta no está tan padre. 🥲",68,12,positive
precio,6,1,neutral
🥰,1,1,positive
😂,1,1,neutral
😂😂😂,3,1,neutral
Sexy? 😭,7,2,negative
Cuánto tiempo dura,18,3,neutral
sabes porq se cambia de color..? Lo compre en Macy's y al parecer es original de echo compre tambien el My Way de GA y es rosita como este e igual cambio de color,162,34,neutral
Yo lo tengo y tiene una fragancias wuuu q olor suave,52,11,neutral
😂,1,1,neutral
😍😍,2,1,positive
Уникакен,8,1,neutral
no me gustó 😏,13,4,neutral
Una duda yo tengo ese perfume y era asi de rosita y ahora cambio d e color a a más amarillo sabrá alguien porque??,115,24,neutral
quiero uno,10,2,neutral
Siiiiiii 🥰🥰,11,2,positive
Pues a mí no me gustó tanto la verdad hay mejores,49,11,neutral
🥰🥰🥰,3,1,positive
😂,1,1,neutral
NO ES PA' MI...,15,4,neutral
😁,1,1,positive
😁,1,1,positive
😳😳😳,3,1,neutral
No DURA EL OLOR MALA INVERSIÓN,30,6,neutral
no dura el olor,15,4,neutral
Murillo 🙃🫠🫠,17,2,neutral
Lo tengo y no me gusta tanto,28,7,neutral
😂😂😂,3,1,neutral
🥰🥰🥰,3,1,positive
me dijeron que huele a señora,29,6,neutral
🥰,1,1,positive
😂,1,1,neutral
🥰🥰🥰,3,1,positive
me encanta 🥰🥰🥰,14,3,positive
😂😂😂,3,1,neutral
amo este perfurme es y sera siempre mi favorito 🥰,49,10,positive
🥰🥰🥰,3,1,positive
no me gusta. me gusta más jadior,33,7,neutral
huele a viejita 😔🤭,18,4,neutral
🥰🥰🥰,3,1,positive
😂😂😂,3,1,neutral
yo tengo otros que el aroma igual es súper hermoso y a precios accesibles y más baratos de lo que encuentras en cualquier otro lado para dama y varón en bolivia inbox,166,32,neutral
"Algunos se confunden con otras porque oli como 3 o 4 con la misma botella pero solo uno era taaaam rico el olor diosmio, lamentablemente donde vivo el precio es de 250 dólares 😞",177,34,negative
"a mi no me gustó Me enfado el aroma,",36,9,neutral
Huele a vieja,13,3,neutral
sii yo lo tengo esta uff 😍,26,7,positive
