user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time
G.L.H.17,g.l.h.0209,es como el iPhone pero en ropa.🤣,0,0,1703784668,2023-12-28 12:31:08,producto-gymshark,entusiasmo,32,2023-12-28 12:31:08
Piroska♥️,piroskalove,A mi me va super con las calzas deportivas 🥰,0,0,1703784118,2023-12-28 12:21:58,producto-gymshark,entusiasmo,44,2023-12-28 12:21:58
DOS PESOS,dos.pesitos,@Tomas Mazza,0,0,1703779706,2023-12-28 11:08:26,producto-gymshark,entusiasmo,12,2023-12-28 11:08:26
Sergio,sergiofl.0,Hace una década eran mejor,0,0,1703779247,2023-12-28 11:00:47,producto-gymshark,satisfaccion,26,2023-12-28 11:00:47
Noemi Paúl,noemipaul1,yo comprando mis camisas en Shein y de mejor calidad 😅,0,0,1703778497,2023-12-28 10:48:17,producto-gymshark,satisfaccion,54,2023-12-28 10:48:17
Jpce,elenitajpce,Que hay de sus maletas y mochilas para el gym son de buena calidad o no,0,0,1703778472,2023-12-28 10:47:52,producto-gymshark,entusiasmo,71,2023-12-28 10:47:52
Belen Chavez,inubel,"Yo siempre compro cuando estan en descuentos y salen baratos vs otras marcas(nike,adidas,etc) hasta ahora me parecen de buena calidad he usado la marca 1 año y estan intactas",0,0,1703778027,2023-12-28 10:40:27,producto-gymshark,entusiasmo,174,2023-12-28 10:40:27
Sebastian Tique ML,tiquebruh,que tienda recomiendan para comprar ropa de gym? nunca he comprado y quiero empezar,0,0,1703777404,2023-12-28 10:30:04,producto-gymshark,consulta,83,2023-12-28 10:30:04
Laura,lausanchez163,Si se cae el estampado y la calidad es buena en shorts y leggings pero no taaaan buena como NVGTN es buenisimaa,0,0,1703776959,2023-12-28 10:22:39,producto-gymshark,entusiasmo,111,2023-12-28 10:22:39
V,vagsthegoodguy,Pues es que de nada sirve comprar cosas solo por la marca al menos en ropa es más innecesario 🤔,0,0,1703776816,2023-12-28 10:20:16,producto-gymshark,consulta,95,2023-12-28 10:20:16
Jose Arias,josearias274,total mente de acuerdo ... compré una 👕 gymshark y m da miedo cada lavada!😅,0,0,1703775081,2023-12-28 09:51:21,producto-gymshark,entusiasmo,75,2023-12-28 09:51:21
fitgym,alexismendez105,compra en los almacenes y hablamos,0,0,1703774931,2023-12-28 09:48:51,producto-gymshark,entusiasmo,34,2023-12-28 09:48:51
Jonathan Mendoza,jonathan.mendoza96,las playeras de la paca son la chidas 😅,0,0,1703773790,2023-12-28 09:29:50,producto-gymshark,entusiasmo,39,2023-12-28 09:29:50
Luca,luca_ferk11,yo tengo 2 pantalones cortos y me llegaron muy bien y son muy cómodos a la hora de entrenar,0,0,1703768174,2023-12-28 07:56:14,producto-gymshark,frustracion,91,2023-12-28 07:56:14
David Cañón,davidca_09,El estatus que te da? O el estatus que crees tener? 🤔,0,0,1703768110,2023-12-28 07:55:10,producto-gymshark,entusiasmo,53,2023-12-28 07:55:10
Alex🎱,ale_jj7,Estatus ? Ami me gusta de vdd su ropa ya la calidad es algo aparte,0,0,1703757830,2023-12-28 05:03:50,producto-gymshark,entusiasmo,66,2023-12-28 05:03:50
-_-,mmskkkodl,El status que te da? si en mi gimnasio solo la usan puros flacos que se creen David laid,0,0,1703756064,2023-12-28 04:34:24,producto-gymshark,confusion,88,2023-12-28 04:34:24
Mitzi Zuky Luna,mitzizukyluna,¿darcsport que tal esta su calidad? 🧐🧐🧐,0,0,1703754605,2023-12-28 04:10:05,producto-gymshark,entusiasmo,39,2023-12-28 04:10:05
Ometepetl95,ometepetl95,Las de shein me duraron más que las de gymshark😂,0,0,1703753062,2023-12-28 03:44:22,producto-gymshark,entusiasmo,48,2023-12-28 03:44:22
Jaque.🕯,jaque_706,Yo me compré una hace unos años y el color se ha mantenido perfecto y el estampado está como nuevo,0,0,1703748435,2023-12-28 02:27:15,producto-gymshark,testimonio,98,2023-12-28 02:27:15
𝐂𝐨𝐜𝐜𝐢𝐧𝐞𝐥𝐥𝐞 ♡,hizaki_xxi,"Yo he tenido el gusto de probar gymshark y compararlo con nike o adidas y la verdad es que los veo similares, osea es mas hype que nada esa marca",0,0,1703748139,2023-12-28 02:22:19,producto-gymshark,queja,145,2023-12-28 02:22:19
@Christian,christian_80.g,@Moises Ebrahin @MoisesMiami 😨😨,0,0,1703745932,2023-12-28 01:45:32,producto-gymshark,entusiasmo,31,2023-12-28 01:45:32
J.,joseyoop,lit Apple,0,0,1703744770,2023-12-28 01:26:10,producto-gymshark,entusiasmo,9,2023-12-28 01:26:10
D.V.,dyanacas,Los leggins si están muy buenos 🥺,0,0,1703744134,2023-12-28 01:15:34,producto-gymshark,entusiasmo,33,2023-12-28 01:15:34
JJ_m2,jmanuelj02,"me da igual pa, los usa David laid y yo soy David laid 🥵",0,0,1703743942,2023-12-28 01:12:22,producto-gymshark,entusiasmo,56,2023-12-28 01:12:22
Emilio Ibarra,emilio22_11,Alo Yoga es buena calidad? O mejor opto por Lululemon?,0,0,1703743760,2023-12-28 01:09:20,producto-gymshark,satisfaccion,54,2023-12-28 01:09:20
Miguel Tinajero,miguel._ti,Venden tanktops en 400$ que a lo mucho daría 100$ xD solo una vez compré y no me quedaron ganas,0,0,1703743568,2023-12-28 01:06:08,producto-gymshark,testimonio,95,2023-12-28 01:06:08
Dan Albarracín 🎱,dan_ar82,youngla por siempre,0,0,1703743431,2023-12-28 01:03:51,producto-gymshark,satisfaccion,19,2023-12-28 01:03:51
Fabian168312,fabian168312,Que opinas de vanquish?,0,0,1703743372,2023-12-28 01:02:52,producto-gymshark,entusiasmo,23,2023-12-28 01:02:52
Emiliano,esantoyoo,compren yla,0,0,1703741568,2023-12-28 00:32:48,producto-gymshark,entusiasmo,11,2023-12-28 00:32:48
Jaime Reyes,yaime_jaimers,@reyes,0,0,1703740956,2023-12-28 00:22:36,producto-gymshark,entusiasmo,6,2023-12-28 00:22:36
Alexandra,_alexa_mar,"varias prendas si se sienten de calidad, las t- shirt no mucho",0,0,1703740514,2023-12-28 00:15:14,producto-gymshark,entusiasmo,62,2023-12-28 00:15:14
?,666mmbv,Prefiero Nike pro,0,0,1703740466,2023-12-28 00:14:26,producto-gymshark,entusiasmo,17,2023-12-28 00:14:26
carlos.guesa,carlos.guesa,El mame es el mame y siempre sera así,0,0,1703740414,2023-12-28 00:13:34,producto-gymshark,satisfaccion,37,2023-12-28 00:13:34
stephanieviavn 🍒,stephanieviavn,"la de mujer 100% vale la pena, la calidad es increíble",0,0,1703740033,2023-12-28 00:07:13,producto-gymshark,entusiasmo,54,2023-12-28 00:07:13
🐺💙mauricio96554,mauricio96554,y mi david laid?,0,0,1703739017,2023-12-27 23:50:17,producto-gymshark,entusiasmo,16,2023-12-27 23:50:17
I DEATH,destroyerz7,black sharck,0,0,1703738451,2023-12-27 23:40:51,producto-gymshark,entusiasmo,12,2023-12-27 23:40:51
Syan....,syan0_0,"eso pasa cuando sobrevalorar algo de moda, eso pasará de moda y nadie los recordará👌",0,0,1703738328,2023-12-27 23:38:48,producto-gymshark,testimonio,84,2023-12-27 23:38:48
Kaleb,kalcapiz,Yo por eso puro PULL&BEAR,0,0,1703737214,2023-12-27 23:20:14,producto-gymshark,entusiasmo,25,2023-12-27 23:20:14
Fonsecaah,oscarfonsecah,"Si lo vale gymshark, tal vez su marketing actual decayó pero la calidad no",0,0,1703735693,2023-12-27 22:54:53,producto-gymshark,entusiasmo,74,2023-12-27 22:54:53
Ruth Sanabria,ruthsanabrias,"Confirmó, el estampado se empieza a caer y las costuras con 10 usos se empieza a soltar las puntadas 🧵",0,0,1703735161,2023-12-27 22:46:01,producto-gymshark,entusiasmo,102,2023-12-27 22:46:01
KOVRA COBRALLTI,kovra1357,"es ropa nada más hay mejores y peores ,pero vamos chicos es ropa es entrenar y cualquier camiseta ,remera o playera sirve 🤷🏻‍♂️",0,0,1703734792,2023-12-27 22:39:52,producto-gymshark,entusiasmo,127,2023-12-27 22:39:52
thelonelywolf.fit,thelonelywolf.fit,mejor youngla,0,0,1703734613,2023-12-27 22:36:53,producto-gymshark,satisfaccion,13,2023-12-27 22:36:53
Alexissss lazarteZzz,alexissss.lazarte,pero no cualquier flaco la puede llevar.,0,0,1703733193,2023-12-27 22:13:13,producto-gymshark,entusiasmo,40,2023-12-27 22:13:13
Ricky Ri😎,rickyri29,"@Belcast tu opinión, padrino.",0,0,1703732673,2023-12-27 22:04:33,producto-gymshark,entusiasmo,29,2023-12-27 22:04:33
Dulce María 👩🏻‍⚕️,sweetmarycuba,Para mi es super comoda y de buen material,0,0,1703732239,2023-12-27 21:57:19,producto-gymshark,entusiasmo,42,2023-12-27 21:57:19
MiniIram864,miniiram,una amiga usa su ropa y le mama xd,0,0,1703731802,2023-12-27 21:50:02,producto-gymshark,entusiasmo,34,2023-12-27 21:50:02
WilliamMarzano,will.iammarzano,Quien la compra porq sean calidad?,0,0,1703731044,2023-12-27 21:37:24,producto-gymshark,entusiasmo,34,2023-12-27 21:37:24
Roberto_LF,lf_roberto,"Yo compro mis playeras y descargo los diseños png, las mando a sublimar",0,0,1703731035,2023-12-27 21:37:15,producto-gymshark,entusiasmo,71,2023-12-27 21:37:15
Piñaxd,pina43xd,yo puro de el tianguis 🥵,0,0,1703729740,2023-12-27 21:15:40,producto-gymshark,entusiasmo,24,2023-12-27 21:15:40
🧠💫🫀,lisylopez3,prefiero shein 😅😂,0,0,1703729708,2023-12-27 21:15:08,producto-gymshark,entusiasmo,17,2023-12-27 21:15:08
ORLANDOOFICIIAL,orlandooficiial,por eso Yo cree mi propia marca ✅😎,0,0,1703729674,2023-12-27 21:14:34,producto-gymshark,queja,34,2023-12-27 21:14:34
🌻 Yayita🍫,90victoriaz,😳 gracias. y yo pensando que era genial 🤔😒,0,0,1703728222,2023-12-27 20:50:22,producto-gymshark,entusiasmo,42,2023-12-27 20:50:22
anthony666,anthony66662,Tal vez los importan y solo los mandan a poner sus logos y ya es lo que hacen todas las marcas hoy en dia ya que asi les sale mas barato,0,0,1703727343,2023-12-27 20:35:43,producto-gymshark,testimonio,136,2023-12-27 20:35:43
KenjiJoseph,kenyi_bs_nl,@Moises Ebrahin sera?,0,0,1703726575,2023-12-27 20:22:55,producto-gymshark,entusiasmo,21,2023-12-27 20:22:55
✝️🇹🇩,flpgeo,vitto best💪🏻,0,0,1703726511,2023-12-27 20:21:51,producto-gymshark,entusiasmo,12,2023-12-27 20:21:51
Roberto,rt_x26_,Youngla>>>>,0,0,1703726368,2023-12-27 20:19:28,producto-gymshark,entusiasmo,11,2023-12-27 20:19:28
yeezuz6th,yeezuz6th,Lo único q se ve bien son los shorts y las camisetas,0,0,1703726116,2023-12-27 20:15:16,producto-gymshark,frustracion,52,2023-12-27 20:15:16
Lady Molina,molinalady,Boo + Tee >>>>>>>>>,0,0,1703726065,2023-12-27 20:14:25,producto-gymshark,entusiasmo,19,2023-12-27 20:14:25
D'Juan,juanabcs1,que es GYMSHARK?,0,0,1703724785,2023-12-27 19:53:05,producto-gymshark,entusiasmo,16,2023-12-27 19:53:05
Fernando Maza L,fernandomazal1,Darcsport>>>>>>>> cualquier otra marca fitness,0,0,1703724643,2023-12-27 19:50:43,producto-gymshark,queja,46,2023-12-27 19:50:43
zzz,cuzzzr,Rawgear>youngla y gymshark,0,1,1703724599,2023-12-27 19:49:59,producto-gymshark,entusiasmo,26,2023-12-27 19:49:59
Uwalker,uwalker_irl1,te van a funar ellos ._.,0,0,1703724253,2023-12-27 19:44:13,producto-gymshark,entusiasmo,24,2023-12-27 19:44:13
RG,rosse.draw,"No me digas esooo 😭😭 pues dame soluciones, recomienda una porfis",0,0,1703724177,2023-12-27 19:42:57,producto-gymshark,testimonio,64,2023-12-27 19:42:57
3rick_lopez,3rick_lug0,"y yo que compre mis pans en mercado y llevo como 2 años y siguen buenos, ni un hoyo ni nada malo jajaja",0,0,1703723297,2023-12-27 19:28:17,producto-gymshark,testimonio,103,2023-12-27 19:28:17
Farita,soyfarita,y yo acabo de hacer una compra de mas de 200 USD😔😔,0,0,1703722340,2023-12-27 19:12:20,producto-gymshark,queja,50,2023-12-27 19:12:20
missherlikenoone,missherlikenoone,Youngla >>>>,0,0,1703721445,2023-12-27 18:57:25,producto-gymshark,entusiasmo,12,2023-12-27 18:57:25
El Bonnet,.bonnet,"Qué tal sobre hosstile ?, lo vi por sam Sulek",0,0,1703721435,2023-12-27 18:57:15,producto-gymshark,entusiasmo,45,2023-12-27 18:57:15
…,user3839sw2729,"Si se os agrieta reclamar, te devuelven el dinero y te dan la ropa 😁",0,0,1703721290,2023-12-27 18:54:50,producto-gymshark,entusiasmo,68,2023-12-27 18:54:50
☠️🐉🇨🇱𝗕αѕѕ🩹♡🦄👼🏻🇧🇴🕊✝️,fclarky,seamos reales a algunos solo nos gusta por el logotipo del tiburón,0,0,1703721194,2023-12-27 18:53:14,producto-gymshark,queja,66,2023-12-27 18:53:14
Sharon Hz,sharonxag,"Creo que youngla está mucho mejor, la calidad 10/10",0,0,1703721053,2023-12-27 18:50:53,producto-gymshark,testimonio,51,2023-12-27 18:50:53
Lázaro,lazaro_art15,muy bien mamado 💪,0,0,1703720645,2023-12-27 18:44:05,producto-gymshark,frustracion,17,2023-12-27 18:44:05
Berberecho,berberech0,Me quede flipando cuando me porfin me compré 3 camisetas en rebajas de 50€ y vi que tenían la misma textura que camisetas de aliexpress fake,0,0,1703720156,2023-12-27 18:35:56,producto-gymshark,entusiasmo,140,2023-12-27 18:35:56
Ian Trujillo,iantg_,caro?,0,0,1703719643,2023-12-27 18:27:23,producto-gymshark,entusiasmo,5,2023-12-27 18:27:23
🐈‍⬛,96aliz,Yo con mi ropita-gym de Shein 🙂,0,0,1703718579,2023-12-27 18:09:39,producto-gymshark,entusiasmo,31,2023-12-27 18:09:39
Jason Ems Tayson,aniquilador1984,Yo soy puro Under Armour las ColdGear la calidad es muy buena 😎,0,0,1703718573,2023-12-27 18:09:33,producto-gymshark,entusiasmo,63,2023-12-27 18:09:33
Farid,farid_val,de 20 pesos que me recomiendas? 🤑,0,0,1703717906,2023-12-27 17:58:26,producto-gymshark,consulta,33,2023-12-27 17:58:26
Cami Torres,cami.torres.jr,"Cada quien compra lo que quiere, en mi caso siempre me iré por Nike 🥰",0,0,1703717172,2023-12-27 17:46:12,producto-gymshark,entusiasmo,69,2023-12-27 17:46:12
teylor🔱,teylor_______,@no soy yo mira 👀,0,0,1703716440,2023-12-27 17:34:00,producto-gymshark,entusiasmo,17,2023-12-27 17:34:00
GeraOM,geraom97,"lo caro es para las personas que son fueras de USA , POR QUE PARA LOS QUE VIVIMOS EN USA LA NETA ES SUPER BARATO ES MAS CARO ADIDAS Y NIKE 😏",0,0,1703716329,2023-12-27 17:32:09,producto-gymshark,entusiasmo,140,2023-12-27 17:32:09
Ariadna Vamos,ariadnavamos,darcsport igual es mejor,0,0,1703715917,2023-12-27 17:25:17,producto-gymshark,satisfaccion,24,2023-12-27 17:25:17
ferzzy.__,ferzzy.__,Los videos que me salen despues de gastarme la quincena en GYMSHARK:,0,0,1703715872,2023-12-27 17:24:32,producto-gymshark,entusiasmo,68,2023-12-27 17:24:32
Val09,val09c_,@Toguer mira amor 🙁,0,0,1703715610,2023-12-27 17:20:10,producto-gymshark,entusiasmo,19,2023-12-27 17:20:10
Diana Baltazar,_diana_baltazar_,Lo único que me gusta son los pans oversized y que los tops no te quedan todos embarrados como otras marcas deportivas,0,0,1703715157,2023-12-27 17:12:37,producto-gymshark,entusiasmo,118,2023-12-27 17:12:37
El PROTA 🤗,alexisxpalacios1695,yo antes de que se pusiera moda me compre una playera jajaa no me duermo nadaaa,0,0,1703713067,2023-12-27 16:37:47,producto-gymshark,entusiasmo,79,2023-12-27 16:37:47
Sof,sofiaa7996,Pues a mi si se me hizo q vale totalmente la pena jaja,0,0,1703712336,2023-12-27 16:25:36,producto-gymshark,entusiasmo,54,2023-12-27 16:25:36
Goss Aguirre,goss_a,yo puro shark dj 😻,0,0,1703712232,2023-12-27 16:23:52,producto-gymshark,entusiasmo,18,2023-12-27 16:23:52
SmartToys,smartonfb,"Hay que aprovechar las promociones, yo saqué playeras en $8 en el black friday, es más saber comprar a mi opinión 🙏🏻",0,0,1703711919,2023-12-27 16:18:39,producto-gymshark,consulta,116,2023-12-27 16:18:39
Alexandra,alebocarando,Tengo una hoodie y no le salen pelitos ni nada 10/10 pero con las lavadas va perdiendo su color :(,0,0,1703710950,2023-12-27 16:02:30,producto-gymshark,entusiasmo,98,2023-12-27 16:02:30
Gilber.17,gilber.17,Ami me gusta gymshark 😮‍💨,0,0,1703710760,2023-12-27 15:59:20,producto-gymshark,entusiasmo,25,2023-12-27 15:59:20
yamir🐂,yamirq11,Youngla>>>>>>> es mucho mejor,0,0,1703710170,2023-12-27 15:49:30,producto-gymshark,satisfaccion,29,2023-12-27 15:49:30
Carlo,andre_vargas17,Caro?,0,0,1703709335,2023-12-27 15:35:35,producto-gymshark,entusiasmo,5,2023-12-27 15:35:35
omarsantiesteban.hua,omar_santi1,Que tal King Kong clouting marca mexicana buena opción a un costo bastante coherente,0,0,1703709272,2023-12-27 15:34:32,producto-gymshark,queja,84,2023-12-27 15:34:32
_ximenarojas,_ximenarojass,A mí se me rompió mi short luego luego 😔,0,0,1703709218,2023-12-27 15:33:38,producto-gymshark,entusiasmo,40,2023-12-27 15:33:38
Daniel Gtz,danielgtzzz,"la ultima vez que compré una prenda gymshark allá en 2014 se me decoloró el pants al mes, no volví a comprar",0,0,1703708590,2023-12-27 15:23:10,producto-gymshark,testimonio,108,2023-12-27 15:23:10
Diego 🦍,diegodiazfortiz,puro team youngla 😶‍🌫️,0,0,1703708513,2023-12-27 15:21:53,producto-gymshark,entusiasmo,22,2023-12-27 15:21:53
Ximena,ximerivas0,😳😳😳,0,0,1703708480,2023-12-27 15:21:20,producto-gymshark,entusiasmo,3,2023-12-27 15:21:20
Mike Scott,michaelscottdmg,"Yo desde que supe de la existencia de Under armour en ropa, o Nike, de ahí ya no compro otra marca, están al 100%.",0,0,1703708227,2023-12-27 15:17:07,producto-gymshark,queja,114,2023-12-27 15:17:07
Hector,hectoor_62,recomienda una que si merezca,0,0,1703707731,2023-12-27 15:08:51,producto-gymshark,confusion,29,2023-12-27 15:08:51
Kevsterone,kevsterone_,aqui los que entrenan usando pijama :v,0,0,1703707151,2023-12-27 14:59:11,producto-gymshark,entusiasmo,38,2023-12-27 14:59:11
Pentecosth,pentecosth,Gymshark da estatus jajaj 😂,0,0,1703706555,2023-12-27 14:49:15,producto-gymshark,entusiasmo,27,2023-12-27 14:49:15
Daniel Leal,danlc97,"Yo tengo playeras de gymshark, llevo usándolas 2 años seguidos 1 vez a la semana y siguen muy bien, puede que sea justo lo que pediste o lo nuevo",0,0,1703706440,2023-12-27 14:47:20,producto-gymshark,testimonio,145,2023-12-27 14:47:20
krnmiron,krnmiron,Por lo menos lo de mujer si vale la pena,0,0,1703705398,2023-12-27 14:29:58,producto-gymshark,entusiasmo,40,2023-12-27 14:29:58
no,aeiou12se,"Los leggins están medios raros o soy no se 😔, pero uso talla L y me quedan enormes y los M aprietan mucho",0,0,1703704730,2023-12-27 14:18:50,producto-gymshark,testimonio,105,2023-12-27 14:18:50
تايني,tvgs__,"En realidad youngla es otro rollo, Gymshark es más por moda",0,0,1703704515,2023-12-27 14:15:15,producto-gymshark,entusiasmo,59,2023-12-27 14:15:15
Tenbrandon7u7,tensansulek,y apenas te diste cuenta todo es por el estatus,0,0,1703704045,2023-12-27 14:07:25,producto-gymshark,entusiasmo,47,2023-12-27 14:07:25
Sergio ϟ,sergio_23900,q opinas de under armour?,0,0,1703703934,2023-12-27 14:05:34,producto-gymshark,entusiasmo,25,2023-12-27 14:05:34
KINGzada_MX,kingzada_mx,"A ti se te hace cara, a otros no.",0,0,1703703580,2023-12-27 13:59:40,producto-gymshark,entusiasmo,33,2023-12-27 13:59:40
Frank,frankfitrank,Prueba vanquish bro,0,0,1703703315,2023-12-27 13:55:15,producto-gymshark,entusiasmo,19,2023-12-27 13:55:15
kskdkkddkkd,jsvdjfgks,Está bien como no te gusta la ropa dejaré mi dirección para que me la regales 😁,0,0,1703703109,2023-12-27 13:51:49,producto-gymshark,frustracion,79,2023-12-27 13:51:49
Jhonnatan 🔱,mr_jhonnie,@alejandro_bellido_ que opinas al respecto? 🤔,0,0,1703702961,2023-12-27 13:49:21,producto-gymshark,entusiasmo,45,2023-12-27 13:49:21
Jose Luis Cardenas,joseluiscardenas815,@user1180557742695,0,0,1703702560,2023-12-27 13:42:40,producto-gymshark,entusiasmo,18,2023-12-27 13:42:40
Samael,samaelquevedo,Que alternativas recomiendas?,0,0,1703702087,2023-12-27 13:34:47,producto-gymshark,consulta,29,2023-12-27 13:34:47
Edwin fitness,edwinrdgz,Los Jogger me parecen buenos. Costosos pero buenos,0,0,1703701842,2023-12-27 13:30:42,producto-gymshark,entusiasmo,50,2023-12-27 13:30:42
Melany Alexandra CF,melanyalexandracf,😳😳😳,0,0,1703701562,2023-12-27 13:26:02,producto-gymshark,entusiasmo,3,2023-12-27 13:26:02
eydanlr,eydanlr,Prefiero Adidas y Nike 🙃,0,0,1703701430,2023-12-27 13:23:50,producto-gymshark,entusiasmo,24,2023-12-27 13:23:50
DianaBernal,risky_brie,Yo he comprado sus sports bra y son muy bonitos y ajustan muy bien,0,0,1703700882,2023-12-27 13:14:42,producto-gymshark,frustracion,66,2023-12-27 13:14:42
Joe,clubtimez02,"Por eso, compro de YoungLa🔥",0,0,1703700601,2023-12-27 13:10:01,producto-gymshark,entusiasmo,27,2023-12-27 13:10:01
SantiZ,santi_zf77,yo me quedo con 32 degree,0,0,1703699968,2023-12-27 12:59:28,producto-gymshark,entusiasmo,25,2023-12-27 12:59:28
YoshDlc,yoshdlc,nombre pa las ubieras mandando hacer 😜,0,0,1703699942,2023-12-27 12:59:02,producto-gymshark,queja,38,2023-12-27 12:59:02
pao,paolaliliana545,me ha pasado con under armour😑sus leggins y sus costuras sueltas a la primera y lo peor es que es cara,0,0,1703699670,2023-12-27 12:54:30,producto-gymshark,entusiasmo,102,2023-12-27 12:54:30
Perro Sarnoso,pablovinalaybelmo,Prefiero la ropa deportiva de Kong,0,0,1703699362,2023-12-27 12:49:22,producto-gymshark,entusiasmo,34,2023-12-27 12:49:22
CUPIDO,cupido.8,bro acabo de pedir una sudadera de 50 dolares y me salen estos videos😔,0,0,1703699188,2023-12-27 12:46:28,producto-gymshark,entusiasmo,70,2023-12-27 12:46:28
arham mendoza,arhammendoza,Yo después de comprar gymshark,0,0,1703698545,2023-12-27 12:35:45,producto-gymshark,consulta,30,2023-12-27 12:35:45
Manu Villalobos,manuvillalobos0,@frankwarior415 noo papu 😔,0,0,1703697017,2023-12-27 12:10:17,producto-gymshark,entusiasmo,26,2023-12-27 12:10:17
Saray❤️,theyenvysaray17,Youngla tiene en línea tienda para México? O como,0,0,1703696509,2023-12-27 12:01:49,producto-gymshark,entusiasmo,49,2023-12-27 12:01:49
nardonavarrete,_nardonavarrete,@Vanquish Fitness bro analiza esa,0,0,1703696119,2023-12-27 11:55:19,producto-gymshark,entusiasmo,33,2023-12-27 11:55:19
My name is?,idk_chriszzzz,Youngla>>>>>,0,0,1703694076,2023-12-27 11:21:16,producto-gymshark,entusiasmo,12,2023-12-27 11:21:16
J.g toledo,messiteamo045,yo uso camisas de compresión adidas nike o lacoste sport y son muy duraderas,0,0,1703693873,2023-12-27 11:17:53,producto-gymshark,testimonio,76,2023-12-27 11:17:53
NEGRO,pablito209h,y las agongym?,0,0,1703693510,2023-12-27 11:11:50,producto-gymshark,entusiasmo,14,2023-12-27 11:11:50
El.Cabrera,elcabrera.88,por eso es mejor youngLA,0,0,1703693085,2023-12-27 11:04:45,producto-gymshark,satisfaccion,24,2023-12-27 11:04:45
ㅤtiogyokeres,lkssssasssss,YoungLA>>>,0,0,1703692529,2023-12-27 10:55:29,producto-gymshark,entusiasmo,10,2023-12-27 10:55:29
Sebastian Mera,sebasmera_077,Youngla es mejor,0,0,1703692299,2023-12-27 10:51:39,producto-gymshark,satisfaccion,16,2023-12-27 10:51:39
_cit14,cithz3,@sorita 🍓,0,0,1703692261,2023-12-27 10:51:01,producto-gymshark,entusiasmo,9,2023-12-27 10:51:01
ogf143,ogf143,"¿Dices que es mejor ropa de SHEIN como la que traes puesta, que es de mucho menos calidad y sin estética?",0,0,1703691852,2023-12-27 10:44:12,producto-gymshark,testimonio,105,2023-12-27 10:44:12
mastercardmascada,mastercardmascada,Tengo ropa y hay alguna muy mala y alguna bastante decente. La ropa pesa muy poco y es muy fina,0,0,1703691615,2023-12-27 10:40:15,producto-gymshark,consulta,95,2023-12-27 10:40:15
Guadalupe Gonzalez,_lupe_gonzalez,Recuerdo días antes de black Friday quería algo que estaba en 12 dólares y el día de black Friday le subieron el precio a 20 y con descuento quedaba..,0,0,1703690632,2023-12-27 10:23:52,producto-gymshark,entusiasmo,150,2023-12-27 10:23:52
S u s a n,susoliss,"Nooo, y yo ahorrando. 😫😫😫",0,0,1703690530,2023-12-27 10:22:10,producto-gymshark,entusiasmo,25,2023-12-27 10:22:10
Soto,sotocr07,Gracias David bestia de exatlon,0,0,1703690407,2023-12-27 10:20:07,producto-gymshark,entusiasmo,31,2023-12-27 10:20:07
👾,0701sebm1,gym shark es el iPhone de la ropa para gym solo estatus te da,0,0,1703690274,2023-12-27 10:17:54,producto-gymshark,queja,61,2023-12-27 10:17:54
Robin Gomez Aguilar,robingomezaguilar,Aparte me cobraron impartacion al comprar :(,0,0,1703690100,2023-12-27 10:15:00,producto-gymshark,consulta,44,2023-12-27 10:15:00
Elena Cazares,elenacazares0,Tengo ropa viejita de gym shark y el logo no se daña .,0,0,1703689915,2023-12-27 10:11:55,producto-gymshark,entusiasmo,54,2023-12-27 10:11:55
Dalia🌸,dalia.silva,Que? La mayoría de los logos de gs en la ropa vienen bordados y más en ropa de hombre,0,0,1703689890,2023-12-27 10:11:30,producto-gymshark,entusiasmo,85,2023-12-27 10:11:30
Alex,notforyoupage9,"Mmm yo no concuerdo, yo compre de la seccion mas cara de gymshark tengo meses con mi ropa y el estampado y el color esta intacto",0,0,1703689736,2023-12-27 10:08:56,producto-gymshark,entusiasmo,128,2023-12-27 10:08:56
gabrielcalderon730,gabrielcalderon730,recomienda marcas de ropa de calidad para entrenar,0,0,1703689571,2023-12-27 10:06:11,producto-gymshark,testimonio,50,2023-12-27 10:06:11
Enmanuel,jamesenmanuel94,Habla de ASRV,0,0,1703689546,2023-12-27 10:05:46,producto-gymshark,entusiasmo,13,2023-12-27 10:05:46
Dulma🦋,dulma019,Estoy de acuerdo,0,0,1703689506,2023-12-27 10:05:06,producto-gymshark,entusiasmo,16,2023-12-27 10:05:06
Stardusto,dunkelstardust08,Uno de lululemon,0,0,1703689472,2023-12-27 10:04:32,producto-gymshark,entusiasmo,16,2023-12-27 10:04:32
dav017,jdavidm1003,Cara pero pa nosotros los de LATAM. Allá esos gringos no es tanto para ellos.,0,0,1703689394,2023-12-27 10:03:14,producto-gymshark,entusiasmo,77,2023-12-27 10:03:14
Andres_uk,andres_ukn,Punto blanco>gym shark,0,0,1703689214,2023-12-27 10:00:14,producto-gymshark,entusiasmo,22,2023-12-27 10:00:14
Arturo Cabanillas,arturocabanillas,Y uno comprando su ropa en shein,0,0,1703689088,2023-12-27 09:58:08,producto-gymshark,entusiasmo,32,2023-12-27 09:58:08
Ricardo Av,ricardoav51,Ninguna ropa que esté cara vale la pena,0,0,1703688892,2023-12-27 09:54:52,producto-gymshark,entusiasmo,39,2023-12-27 09:54:52
Dorian Eduardo Alvarez,dorianeduardoalva,"mejor, Vanquish, Kong o insano",0,0,1703688876,2023-12-27 09:54:36,producto-gymshark,satisfaccion,30,2023-12-27 09:54:36
