user,user_id,text,like,reply_count,timestamp,fecha_legible,tipo_de_item,emocion,comment_length,time,word_count,bert_sentiment
SmartToys,smartonfb,"Hay que aprovechar las promociones, yo saqué playeras en $8 en el black friday, es más saber comprar a mi opinión 🙏🏻",0,0,1703711919,2023-12-27 16:18:39,producto-gymshark,consulta,116,2023-12-27 16:18:39,22,positive
Alexandra,alebocarando,Tengo una hoodie y no le salen pelitos ni nada 10/10 pero con las lavadas va perdiendo su color :(,0,0,1703710950,2023-12-27 16:02:30,producto-gymshark,entusiasmo,98,2023-12-27 16:02:30,20,negative
Gilber.17,gilber.17,Ami me gusta gymshark 😮‍💨,0,0,1703710760,2023-12-27 15:59:20,producto-gymshark,entusiasmo,25,2023-12-27 15:59:20,5,neutral
yamir🐂,yamirq11,Youngla>>>>>>> es mucho mejor,0,0,1703710170,2023-12-27 15:49:30,producto-gymshark,satisfaccion,29,2023-12-27 15:49:30,4,neutral
Carlo,andre_vargas17,Caro?,0,0,1703709335,2023-12-27 15:35:35,producto-gymshark,entusiasmo,5,2023-12-27 15:35:35,1,neutral
omarsantiesteban.hua,omar_santi1,Que tal King Kong clouting marca mexicana buena opción a un costo bastante coherente,0,0,1703709272,2023-12-27 15:34:32,producto-gymshark,queja,84,2023-12-27 15:34:32,14,neutral
_ximenarojas,_ximenarojass,A mí se me rompió mi short luego luego 😔,0,0,1703709218,2023-12-27 15:33:38,producto-gymshark,entusiasmo,40,2023-12-27 15:33:38,10,neutral
Daniel Gtz,danielgtzzz,"la ultima vez que compré una prenda gymshark allá en 2014 se me decoloró el pants al mes, no volví a comprar",0,0,1703708590,2023-12-27 15:23:10,producto-gymshark,testimonio,108,2023-12-27 15:23:10,22,neutral
Diego 🦍,diegodiazfortiz,puro team youngla 😶‍🌫️,0,0,1703708513,2023-12-27 15:21:53,producto-gymshark,entusiasmo,22,2023-12-27 15:21:53,4,neutral
Ximena,ximerivas0,😳😳😳,0,0,1703708480,2023-12-27 15:21:20,producto-gymshark,entusiasmo,3,2023-12-27 15:21:20,1,neutral
Mike Scott,michaelscottdmg,"Yo desde que supe de la existencia de Under armour en ropa, o Nike, de ahí ya no compro otra marca, están al 100%.",0,0,1703708227,2023-12-27 15:17:07,producto-gymshark,queja,114,2023-12-27 15:17:07,24,neutral
Hector,hectoor_62,recomienda una que si merezca,0,0,1703707731,2023-12-27 15:08:51,producto-gymshark,confusion,29,2023-12-27 15:08:51,5,neutral
Kevsterone,kevsterone_,aqui los que entrenan usando pijama :v,0,0,1703707151,2023-12-27 14:59:11,producto-gymshark,entusiasmo,38,2023-12-27 14:59:11,7,neutral
Pentecosth,pentecosth,Gymshark da estatus jajaj 😂,0,0,1703706555,2023-12-27 14:49:15,producto-gymshark,entusiasmo,27,2023-12-27 14:49:15,5,neutral
Daniel Leal,danlc97,"Yo tengo playeras de gymshark, llevo usándolas 2 años seguidos 1 vez a la semana y siguen muy bien, puede que sea justo lo que pediste o lo nuevo",0,0,1703706440,2023-12-27 14:47:20,producto-gymshark,testimonio,145,2023-12-27 14:47:20,29,neutral
krnmiron,krnmiron,Por lo menos lo de mujer si vale la pena,0,0,1703705398,2023-12-27 14:29:58,producto-gymshark,entusiasmo,40,2023-12-27 14:29:58,10,neutral
no,aeiou12se,"Los leggins están medios raros o soy no se 😔, pero uso talla L y me quedan enormes y los M aprietan mucho",0,0,1703704730,2023-12-27 14:18:50,producto-gymshark,testimonio,105,2023-12-27 14:18:50,23,neutral
تايني,tvgs__,"En realidad youngla es otro rollo, Gymshark es más por moda",0,0,1703704515,2023-12-27 14:15:15,producto-gymshark,entusiasmo,59,2023-12-27 14:15:15,11,neutral
Tenbrandon7u7,tensansulek,y apenas te diste cuenta todo es por el estatus,0,0,1703704045,2023-12-27 14:07:25,producto-gymshark,entusiasmo,47,2023-12-27 14:07:25,10,neutral
Sergio ϟ,sergio_23900,q opinas de under armour?,0,0,1703703934,2023-12-27 14:05:34,producto-gymshark,entusiasmo,25,2023-12-27 14:05:34,5,neutral
KINGzada_MX,kingzada_mx,"A ti se te hace cara, a otros no.",0,0,1703703580,2023-12-27 13:59:40,producto-gymshark,entusiasmo,33,2023-12-27 13:59:40,9,neutral
Frank,frankfitrank,Prueba vanquish bro,0,0,1703703315,2023-12-27 13:55:15,producto-gymshark,entusiasmo,19,2023-12-27 13:55:15,3,neutral
kskdkkddkkd,jsvdjfgks,Está bien como no te gusta la ropa dejaré mi dirección para que me la regales 😁,0,0,1703703109,2023-12-27 13:51:49,producto-gymshark,frustracion,79,2023-12-27 13:51:49,17,neutral
Jhonnatan 🔱,mr_jhonnie,que opinas al respecto? 🤔,0,0,1703702961,2023-12-27 13:49:21,producto-gymshark,entusiasmo,45,2023-12-27 13:49:21,5,neutral
Jose Luis Cardenas,joseluiscardenas815,,0,0,1703702560,2023-12-27 13:42:40,producto-gymshark,entusiasmo,18,2023-12-27 13:42:40,0,neutral
Samael,samaelquevedo,Que alternativas recomiendas?,0,0,1703702087,2023-12-27 13:34:47,producto-gymshark,consulta,29,2023-12-27 13:34:47,3,neutral
Edwin fitness,edwinrdgz,Los Jogger me parecen buenos. Costosos pero buenos,0,0,1703701842,2023-12-27 13:30:42,producto-gymshark,entusiasmo,50,2023-12-27 13:30:42,8,neutral
Melany Alexandra CF,melanyalexandracf,😳😳😳,0,0,1703701562,2023-12-27 13:26:02,producto-gymshark,entusiasmo,3,2023-12-27 13:26:02,1,neutral
eydanlr,eydanlr,Prefiero Adidas y Nike 🙃,0,0,1703701430,2023-12-27 13:23:50,producto-gymshark,entusiasmo,24,2023-12-27 13:23:50,5,neutral
DianaBernal,risky_brie,Yo he comprado sus sports bra y son muy bonitos y ajustan muy bien,0,0,1703700882,2023-12-27 13:14:42,producto-gymshark,frustracion,66,2023-12-27 13:14:42,14,neutral
Joe,clubtimez02,"Por eso, compro de YoungLa🔥",0,0,1703700601,2023-12-27 13:10:01,producto-gymshark,entusiasmo,27,2023-12-27 13:10:01,5,neutral
SantiZ,santi_zf77,yo me quedo con 32 degree,0,0,1703699968,2023-12-27 12:59:28,producto-gymshark,entusiasmo,25,2023-12-27 12:59:28,6,neutral
YoshDlc,yoshdlc,nombre pa las ubieras mandando hacer 😜,0,0,1703699942,2023-12-27 12:59:02,producto-gymshark,queja,38,2023-12-27 12:59:02,7,positive
pao,paolaliliana545,me ha pasado con under armour😑sus leggins y sus costuras sueltas a la primera y lo peor es que es cara,0,0,1703699670,2023-12-27 12:54:30,producto-gymshark,entusiasmo,102,2023-12-27 12:54:30,21,neutral
Perro Sarnoso,pablovinalaybelmo,Prefiero la ropa deportiva de Kong,0,0,1703699362,2023-12-27 12:49:22,producto-gymshark,entusiasmo,34,2023-12-27 12:49:22,6,neutral
CUPIDO,cupido.8,bro acabo de pedir una sudadera de 50 dolares y me salen estos videos😔,0,0,1703699188,2023-12-27 12:46:28,producto-gymshark,entusiasmo,70,2023-12-27 12:46:28,14,neutral
arham mendoza,arhammendoza,Yo después de comprar gymshark,0,0,1703698545,2023-12-27 12:35:45,producto-gymshark,consulta,30,2023-12-27 12:35:45,5,neutral
Manu Villalobos,manuvillalobos0,noo papu 😔,0,0,1703697017,2023-12-27 12:10:17,producto-gymshark,entusiasmo,26,2023-12-27 12:10:17,3,negative
Saray❤️,theyenvysaray17,Youngla tiene en línea tienda para México? O como,0,0,1703696509,2023-12-27 12:01:49,producto-gymshark,entusiasmo,49,2023-12-27 12:01:49,9,neutral
nardonavarrete,_nardonavarrete,Fitness bro analiza esa,0,0,1703696119,2023-12-27 11:55:19,producto-gymshark,entusiasmo,33,2023-12-27 11:55:19,4,neutral
My name is?,idk_chriszzzz,Youngla>>>>>,0,0,1703694076,2023-12-27 11:21:16,producto-gymshark,entusiasmo,12,2023-12-27 11:21:16,1,neutral
J.g toledo,messiteamo045,yo uso camisas de compresión adidas nike o lacoste sport y son muy duraderas,0,0,1703693873,2023-12-27 11:17:53,producto-gymshark,testimonio,76,2023-12-27 11:17:53,14,neutral
NEGRO,pablito209h,y las agongym?,0,0,1703693510,2023-12-27 11:11:50,producto-gymshark,entusiasmo,14,2023-12-27 11:11:50,3,neutral
El.Cabrera,elcabrera.88,por eso es mejor youngLA,0,0,1703693085,2023-12-27 11:04:45,producto-gymshark,satisfaccion,24,2023-12-27 11:04:45,5,neutral
ㅤtiogyokeres,lkssssasssss,YoungLA>>>,0,0,1703692529,2023-12-27 10:55:29,producto-gymshark,entusiasmo,10,2023-12-27 10:55:29,1,neutral
Sebastian Mera,sebasmera_077,Youngla es mejor,0,0,1703692299,2023-12-27 10:51:39,producto-gymshark,satisfaccion,16,2023-12-27 10:51:39,3,neutral
_cit14,cithz3,🍓,0,0,1703692261,2023-12-27 10:51:01,producto-gymshark,entusiasmo,9,2023-12-27 10:51:01,1,neutral
ogf143,ogf143,"¿Dices que es mejor ropa de SHEIN como la que traes puesta, que es de mucho menos calidad y sin estética?",0,0,1703691852,2023-12-27 10:44:12,producto-gymshark,testimonio,105,2023-12-27 10:44:12,21,neutral
mastercardmascada,mastercardmascada,Tengo ropa y hay alguna muy mala y alguna bastante decente. La ropa pesa muy poco y es muy fina,0,0,1703691615,2023-12-27 10:40:15,producto-gymshark,consulta,95,2023-12-27 10:40:15,20,neutral
Guadalupe Gonzalez,_lupe_gonzalez,Recuerdo días antes de black Friday quería algo que estaba en 12 dólares y el día de black Friday le subieron el precio a 20 y con descuento quedaba..,0,0,1703690632,2023-12-27 10:23:52,producto-gymshark,entusiasmo,150,2023-12-27 10:23:52,29,neutral
S u s a n,susoliss,"Nooo, y yo ahorrando. 😫😫😫",0,0,1703690530,2023-12-27 10:22:10,producto-gymshark,entusiasmo,25,2023-12-27 10:22:10,5,negative
Soto,sotocr07,Gracias David bestia de exatlon,0,0,1703690407,2023-12-27 10:20:07,producto-gymshark,entusiasmo,31,2023-12-27 10:20:07,5,neutral
👾,0701sebm1,gym shark es el iPhone de la ropa para gym solo estatus te da,0,0,1703690274,2023-12-27 10:17:54,producto-gymshark,queja,61,2023-12-27 10:17:54,14,neutral
Robin Gomez Aguilar,robingomezaguilar,Aparte me cobraron impartacion al comprar :(,0,0,1703690100,2023-12-27 10:15:00,producto-gymshark,consulta,44,2023-12-27 10:15:00,7,negative
Elena Cazares,elenacazares0,Tengo ropa viejita de gym shark y el logo no se daña.,0,0,1703689915,2023-12-27 10:11:55,producto-gymshark,entusiasmo,54,2023-12-27 10:11:55,12,neutral
Dalia🌸,dalia.silva,Que? La mayoría de los logos de gs en la ropa vienen bordados y más en ropa de hombre,0,0,1703689890,2023-12-27 10:11:30,producto-gymshark,entusiasmo,85,2023-12-27 10:11:30,19,neutral
Alex,notforyoupage9,"Mmm yo no concuerdo, yo compre de la seccion mas cara de gymshark tengo meses con mi ropa y el estampado y el color esta intacto",0,0,1703689736,2023-12-27 10:08:56,producto-gymshark,entusiasmo,128,2023-12-27 10:08:56,26,neutral
gabrielcalderon730,gabrielcalderon730,recomienda marcas de ropa de calidad para entrenar,0,0,1703689571,2023-12-27 10:06:11,producto-gymshark,testimonio,50,2023-12-27 10:06:11,8,neutral
Enmanuel,jamesenmanuel94,Habla de ASRV,0,0,1703689546,2023-12-27 10:05:46,producto-gymshark,entusiasmo,13,2023-12-27 10:05:46,3,neutral
Dulma🦋,dulma019,Estoy de acuerdo,0,0,1703689506,2023-12-27 10:05:06,producto-gymshark,entusiasmo,16,2023-12-27 10:05:06,3,neutral
Stardusto,dunkelstardust08,Uno de lululemon,0,0,1703689472,2023-12-27 10:04:32,producto-gymshark,entusiasmo,16,2023-12-27 10:04:32,3,neutral
dav017,jdavidm1003,Cara pero pa nosotros los de LATAM. Allá esos gringos no es tanto para ellos.,0,0,1703689394,2023-12-27 10:03:14,producto-gymshark,entusiasmo,77,2023-12-27 10:03:14,15,neutral
Andres_uk,andres_ukn,Punto blanco>gym shark,0,0,1703689214,2023-12-27 10:00:14,producto-gymshark,entusiasmo,22,2023-12-27 10:00:14,3,neutral
Arturo Cabanillas,arturocabanillas,Y uno comprando su ropa en shein,0,0,1703689088,2023-12-27 09:58:08,producto-gymshark,entusiasmo,32,2023-12-27 09:58:08,7,neutral
Ricardo Av,ricardoav51,Ninguna ropa que esté cara vale la pena,0,0,1703688892,2023-12-27 09:54:52,producto-gymshark,entusiasmo,39,2023-12-27 09:54:52,8,neutral
Dorian Eduardo Alvarez,dorianeduardoalva,"mejor, Vanquish, Kong o insano",0,0,1703688876,2023-12-27 09:54:36,producto-gymshark,satisfaccion,30,2023-12-27 09:54:36,5,neutral
dr.martens_7,dr.martens_7,Nada mejor que KONG 🙈,0,0,1703688774,2023-12-27 09:52:54,producto-gymshark,satisfaccion,21,2023-12-27 09:52:54,5,neutral
MrRich,psicodepor.ricardoi,Para calidad - precio prefiero Starter y además se compra fácil en el Wualmar,0,0,1703688724,2023-12-27 09:52:04,producto-gymshark,testimonio,77,2023-12-27 09:52:04,14,neutral
Carlos R. Rocha,carlorochl,No lo compres. Saludos,0,0,1703688575,2023-12-27 09:49:35,producto-gymshark,entusiasmo,22,2023-12-27 09:49:35,4,neutral
azaelfk,azaelfk,farfecht 🥺,0,0,1703688244,2023-12-27 09:44:04,producto-gymshark,entusiasmo,10,2023-12-27 09:44:04,2,neutral
GonzaloHacks,gonzalohacks,lo mismo pasa con los iPhone,0,0,1703688157,2023-12-27 09:42:37,producto-gymshark,testimonio,28,2023-12-27 09:42:37,6,neutral
Valej,jrz_18,Es muy buena calidad dependiendo la prenda pero como tal una t-shirt no tanto pero los leggins uff 10/10 y Los tops,0,0,1703688137,2023-12-27 09:42:17,producto-gymshark,entusiasmo,115,2023-12-27 09:42:17,22,neutral
Jorgee Dzul,jorgeedzul,pero me fundaron en tu anterior video en donde comenté que YoungLA >>>>> gymshark,0,0,1703687865,2023-12-27 09:37:45,producto-gymshark,entusiasmo,81,2023-12-27 09:37:45,14,neutral
Kicksgames,kicksgames,Caro 35 dolares? Caro nike que es el doble,0,0,1703687527,2023-12-27 09:32:07,producto-gymshark,entusiasmo,42,2023-12-27 09:32:07,9,neutral
Gabriel Castellanos,gabo.shawty,Yo tengo unas y aun no se han despegado y tienen como 2 años jajaja,0,0,1703687402,2023-12-27 09:30:02,producto-gymshark,testimonio,67,2023-12-27 09:30:02,15,neutral
Erick Tejeda,kelopgt,"Tanto como gym shark y youngla son super malas, si quieren algo de calidad y bonito es ecko vision tanto suplementos y ropa tienen muy buena calidad ❤️",0,0,1703687257,2023-12-27 09:27:37,producto-gymshark,entusiasmo,151,2023-12-27 09:27:37,28,positive
regonilo,regonilo,Mejor Naic.,0,0,1703687171,2023-12-27 09:26:11,producto-gymshark,satisfaccion,11,2023-12-27 09:26:11,2,neutral
°•°•°,josr.xz,🥀🥀🥀,0,0,1703687094,2023-12-27 09:24:54,producto-gymshark,entusiasmo,3,2023-12-27 09:24:54,1,positive
°•°•°,josr.xz,pura proteiina ahy hay,0,0,1703687077,2023-12-27 09:24:37,producto-gymshark,entusiasmo,22,2023-12-27 09:24:37,4,neutral
Soraa_rack,soraa_rack,se paga por el nombre de la marca no por su calidad en prensas,0,0,1703687008,2023-12-27 09:23:28,producto-gymshark,queja,62,2023-12-27 09:23:28,14,neutral
beast200002,beast200002,Algunos pans salen de muy buena calidad,0,0,1703686975,2023-12-27 09:22:55,producto-gymshark,entusiasmo,39,2023-12-27 09:22:55,7,neutral
TRAP AMERICANO 🇺🇸?,trap_americano,GASP ES DE LO MEJOR😎,0,0,1703686715,2023-12-27 09:18:35,producto-gymshark,satisfaccion,20,2023-12-27 09:18:35,5,neutral
Alíen010203👽,alien.010203,Yo llevo con su ropa + 4 años y me ha salido súper bien 😳,0,0,1703686626,2023-12-27 09:17:06,producto-gymshark,frustracion,57,2023-12-27 09:17:06,15,neutral
Diana HP.,diana_hernandez0907,Me sale más buena la de shein! 🤭,0,0,1703686576,2023-12-27 09:16:16,producto-gymshark,entusiasmo,32,2023-12-27 09:16:16,8,neutral
diegoalpez01,diegoalpez01,Prefiero UA Project Rock 🔥😁,0,0,1703686359,2023-12-27 09:12:39,producto-gymshark,entusiasmo,27,2023-12-27 09:12:39,5,positive
Felo97,felix_p_97,"no se desde hace años uso adidas, nike y under armour y de ahi no salgo por lo menos en ropa deportiva",0,0,1703685966,2023-12-27 09:06:06,producto-gymshark,testimonio,102,2023-12-27 09:06:06,22,neutral
Luisleg99,luisleg99,"Pues a mi todo me ha salido de súper buen calidad, y es comodisima",0,0,1703685819,2023-12-27 09:03:39,producto-gymshark,entusiasmo,66,2023-12-27 09:03:39,14,neutral
Angelica Q,angelicaquz,weeey y están bien feos,0,0,1703685800,2023-12-27 09:03:20,producto-gymshark,frustracion,23,2023-12-27 09:03:20,5,neutral
jazmin,jazz.merveel,que marca recomiendas? (para el gym) obviamente,0,0,1703685767,2023-12-27 09:02:47,producto-gymshark,consulta,47,2023-12-27 09:02:47,7,neutral
Sergio Alvarenga,sergioalvarenga1,Que compre dice,0,0,1703685570,2023-12-27 08:59:30,producto-gymshark,entusiasmo,15,2023-12-27 08:59:30,3,neutral
Ivan Davila,ivandavila61,"La verdad si vives en Hidalgo no es como que conozcas mucho del mundo, así q mejor consíguete una vida bro",0,2,1703685149,2023-12-27 08:52:29,producto-gymshark,satisfaccion,106,2023-12-27 08:52:29,21,neutral
V A L E R I A,hannacruzzdaza,𝑵 𝑫 𝑹 𝑬 𝑨 🎀,0,0,1703684955,2023-12-27 08:49:15,producto-gymshark,entusiasmo,14,2023-12-27 08:49:15,6,neutral
Cris,darkosevg,yo le iba a youngla,0,0,1703684711,2023-12-27 08:45:11,producto-gymshark,entusiasmo,19,2023-12-27 08:45:11,5,neutral
Karen & Chase 🇳🇮🇨🇴🇺🇲,kareno1491,"Realmente se compra la marca, pero la calidad es pésima, pésima costura y la prenda agarra mal olor rápido 😑",0,0,1703684612,2023-12-27 08:43:32,producto-gymshark,queja,108,2023-12-27 08:43:32,20,neutral
.,theresnothinghere____,tons Under Armour>>>?,0,0,1703684345,2023-12-27 08:39:05,producto-gymshark,entusiasmo,21,2023-12-27 08:39:05,3,neutral
Angelly Hernández,soyachily,"Dayana Vale que no tenemos para comprarla, JAJAJAJAJAJA 😞",0,1,1703683844,2023-12-27 08:30:44,producto-gymshark,entusiasmo,66,2023-12-27 08:30:44,9,negative
juanjo,juanjoestarr,Normal. Estás comprando la marca no el producto,0,0,1703683409,2023-12-27 08:23:29,producto-gymshark,queja,47,2023-12-27 08:23:29,8,neutral
Brenda_fitness,fitness_bren1,E comprado recién y si efectivamente bajo la calidad antes era 10 de 10,0,0,1703682503,2023-12-27 08:08:23,producto-gymshark,entusiasmo,71,2023-12-27 08:08:23,14,neutral
Lisandra Muñoz,lisy.munoz,Deja que la laves para que veas cómo se pone el cuello 😂😂😂 yo amo la marca por sus modelos pero la verdad es la verdad,0,0,1703681970,2023-12-27 07:59:30,producto-gymshark,testimonio,118,2023-12-27 07:59:30,26,neutral
Tenekh,tenekh,Mejor comprar en decathlon,0,0,1703681683,2023-12-27 07:54:43,producto-gymshark,consulta,26,2023-12-27 07:54:43,4,neutral
GONZO,gonzohard,Team Gymshark… ni una de mis prendas se ha salido el estampado y calidad buena para entrenar 💪💚,0,0,1703681523,2023-12-27 07:52:03,producto-gymshark,entusiasmo,95,2023-12-27 07:52:03,18,positive
d4gnerrr,d4gn3rx,Maicol,0,0,1703681325,2023-12-27 07:48:45,producto-gymshark,entusiasmo,13,2023-12-27 07:48:45,1,neutral
rapiro,rapiro,Prueba la marca Gasp,0,0,1703681055,2023-12-27 07:44:15,producto-gymshark,queja,20,2023-12-27 07:44:15,4,neutral
Theo,thiago.9cr,Soy el único que opina de la ropa de gymshark es calidad las licras son de excelente calidad pero rop de hombre que te dire,0,0,1703680802,2023-12-27 07:40:02,producto-gymshark,entusiasmo,123,2023-12-27 07:40:02,25,neutral
TORRES 10,mauricio_str,ok Y que marcas recomiendas porque a toda contra siempre hay un Pro,0,0,1703680078,2023-12-27 07:27:58,producto-gymshark,consulta,67,2023-12-27 07:27:58,13,neutral
Rey,reymontvb,Prefiero comprar MUNiCIPAL 🔥,0,0,1703679477,2023-12-27 07:17:57,producto-gymshark,consulta,28,2023-12-27 07:17:57,4,positive
Stanly Julca Medina,stanlyjulcamedina,es como Nike,0,0,1703679411,2023-12-27 07:16:51,producto-gymshark,entusiasmo,12,2023-12-27 07:16:51,3,neutral
Cooperxito,coopercve,Siempre nike>>>,0,0,1703679323,2023-12-27 07:15:23,producto-gymshark,satisfaccion,15,2023-12-27 07:15:23,2,neutral
Jhc | 🌙,jhoss.1892,A mi me encanta ❤️,0,0,1703679163,2023-12-27 07:12:43,producto-gymshark,entusiasmo,18,2023-12-27 07:12:43,5,positive
glen,sealmenino,y youngla?,0,0,1703678845,2023-12-27 07:07:25,producto-gymshark,entusiasmo,10,2023-12-27 07:07:25,2,neutral
Gabriel  Cortez,gabrielgerardocor,antes era buena pero ya no,0,0,1703678823,2023-12-27 07:07:03,producto-gymshark,entusiasmo,26,2023-12-27 07:07:03,6,neutral
cristiansalinasfi,cristiansalinasfi,"importante fijarse en los materiales antes de comprar, tango ropa gymshark y me a durado un chingo es fit es excelente….. solo tuviste una mala exp!",0,0,1703678780,2023-12-27 07:06:20,producto-gymshark,consulta,148,2023-12-27 07:06:20,26,positive
Chimichango𒉭,chimichang021,Yo por eso full Aliexpress 🥵,0,0,1703678431,2023-12-27 07:00:31,producto-gymshark,entusiasmo,28,2023-12-27 07:00:31,6,neutral
Roberto Centeno,robertocenteno96677,ropa del Walmart >>>>>> cualquier otra marca 🗿,0,0,1703678402,2023-12-27 07:00:02,producto-gymshark,queja,46,2023-12-27 07:00:02,8,neutral
Alex Velazquez,alexvelazquez289,Nadie habla de DarcSport 🤘🏼🤘🏼🤘🏼🤘🏼,0,0,1703677663,2023-12-27 06:47:43,producto-gymshark,entusiasmo,33,2023-12-27 06:47:43,5,positive
SADICLAD,deedpool2000,Muy sobrevalorada la ropa de gymshark! no vale lo que pagas. uso rawgear y tiene mejor calidad que gymshark.,0,0,1703677547,2023-12-27 06:45:47,producto-gymshark,satisfaccion,108,2023-12-27 06:45:47,19,neutral
franco,frank1084_,y shark+???,0,0,1703677135,2023-12-27 06:38:55,producto-gymshark,entusiasmo,11,2023-12-27 06:38:55,2,neutral
Kevin Chavarria,kev.artc,Que dices sobre YOUNGLA Y ALPHALETE!!,0,0,1703677103,2023-12-27 06:38:23,producto-gymshark,testimonio,38,2023-12-27 06:38:23,6,neutral
Alex,user9183817281,Ebrahin,0,0,1703676605,2023-12-27 06:30:05,producto-gymshark,entusiasmo,15,2023-12-27 06:30:05,1,neutral
sebasssss,sebastianhaller307,pues a mi si me parece de buena calidad,0,0,1703676429,2023-12-27 06:27:09,producto-gymshark,entusiasmo,39,2023-12-27 06:27:09,9,neutral
tatianaarciniegas,tatianaaarciniegas,,0,0,1703676406,2023-12-27 06:26:46,producto-gymshark,entusiasmo,7,2023-12-27 06:26:46,0,neutral
José Gutiérrez,josefit209,'Trader:gymshark no sirve... solo lo usan modelos creyéndose ricos,0,0,1703676235,2023-12-27 06:23:55,producto-gymshark,queja,71,2023-12-27 06:23:55,9,neutral
Alv,alvarotaco137,hoy en día todo es Marketing😂,0,0,1703675378,2023-12-27 06:09:38,producto-gymshark,entusiasmo,29,2023-12-27 06:09:38,6,neutral
.,silom0908,Vanquish es muy buena 🫶🏻,0,0,1703673055,2023-12-27 05:30:55,producto-gymshark,entusiasmo,24,2023-12-27 05:30:55,5,neutral
Jennifer✨,jenniferpinto_,Pinto,0,0,1703670391,2023-12-27 04:46:31,producto-gymshark,entusiasmo,12,2023-12-27 04:46:31,1,neutral
walon:ooo,aldllodods,habla de gasp porfavor,0,0,1703670075,2023-12-27 04:41:15,producto-gymshark,entusiasmo,22,2023-12-27 04:41:15,4,neutral
Diego 🐉,lilfernan05,entonces donde si hay que comprar?,0,0,1703668964,2023-12-27 04:22:44,producto-gymshark,consulta,34,2023-12-27 04:22:44,6,neutral
Kento Nanami🕶️,gomezmontana01,Enserio hay personas que compran de esas tiendas que son muy caras yo voy a la paca y busco ropa chida😮‍💨,0,0,1703668873,2023-12-27 04:21:13,producto-gymshark,entusiasmo,105,2023-12-27 04:21:13,21,neutral
FERCHO,fernando.carrillo56,la neta no jajaja eso oh soy pobre jajaja 😂😂,0,0,1703668468,2023-12-27 04:14:28,producto-gymshark,entusiasmo,44,2023-12-27 04:14:28,10,neutral
🍓,skaroline1997,fabletics es super bueno,0,0,1703667848,2023-12-27 04:04:08,producto-gymshark,entusiasmo,24,2023-12-27 04:04:08,4,positive
Habid Sustaita,habidsus,Pues si compras lo más qlro también jaja pero hay cosas muy buenas y otras meh y YoungLA la vdd es buenísima,0,0,1703667465,2023-12-27 03:57:45,producto-gymshark,entusiasmo,108,2023-12-27 03:57:45,22,neutral
David Alejandro de loera,david.deloera,yo tengo ropa de hace 3 años gymshark y no se me ha despegado las estampas,0,0,1703667184,2023-12-27 03:53:04,producto-gymshark,testimonio,74,2023-12-27 03:53:04,16,neutral
1,brzenk71,Que tal la marca rogue?,0,0,1703667049,2023-12-27 03:50:49,producto-gymshark,queja,23,2023-12-27 03:50:49,5,neutral
卄Lapolitzia ঐ҉🤏🏻🧜🏻,yanitkk,ᕕ[excited]ᕗ,0,0,1703666726,2023-12-27 03:45:26,producto-gymshark,entusiasmo,11,2023-12-27 03:45:26,1,positive
Gaines,elpanzer69,la cantidad de gente tirandosela de gringos con youngla y gymshark es increible 😂😂😂 underarmor es la ropa con mas calidad qque hay y nike mas barat,0,0,1703666516,2023-12-27 03:41:56,producto-gymshark,entusiasmo,147,2023-12-27 03:41:56,27,neutral
Mark,y.markcc,es puro marketing usan a los influencers para llegar a los jovenes,0,0,1703666366,2023-12-27 03:39:26,producto-gymshark,entusiasmo,66,2023-12-27 03:39:26,12,neutral
fer,fertxxi,☹️☹️☹️,0,0,1703666331,2023-12-27 03:38:51,producto-gymshark,entusiasmo,6,2023-12-27 03:38:51,1,negative
AnDana,angiebonita11,Entonces cuál compro 😞,0,0,1703666306,2023-12-27 03:38:26,producto-gymshark,entusiasmo,22,2023-12-27 03:38:26,4,negative
StratoYi,lstratoyi,yo te conocí por el minoxidil xd,0,0,1703665736,2023-12-27 03:28:56,producto-gymshark,entusiasmo,32,2023-12-27 03:28:56,7,neutral
R H ☀️,rhonansoler,Mi camiseta se le cayó el ojo del tiburón 😅 y tengo menos de 1 mes,0,1,1703663930,2023-12-27 02:58:50,producto-gymshark,entusiasmo,66,2023-12-27 02:58:50,16,neutral
OrtizRaul28,ortizraul28,,0,1,1703663217,2023-12-27 02:46:57,producto-gymshark,entusiasmo,5,2023-12-27 02:46:57,0,neutral
Ivo Ferrari,ivitoh,Haz de Lululemon después 🙏🏻,0,0,1703661158,2023-12-27 02:12:38,producto-gymshark,entusiasmo,27,2023-12-27 02:12:38,5,positive
mariolpz05,mariolpz05,Puro youngla,0,0,1703660548,2023-12-27 02:02:28,producto-gymshark,entusiasmo,12,2023-12-27 02:02:28,2,neutral
David Mondragón,david_m847,Ebrahin,0,0,1703659787,2023-12-27 01:49:47,producto-gymshark,entusiasmo,15,2023-12-27 01:49:47,1,neutral
SR,sebstianrojano,¿Qué marcas si son de calidad y recomiendas?,0,0,1703659716,2023-12-27 01:48:36,producto-gymshark,consulta,44,2023-12-27 01:48:36,8,neutral
naxit.os,naxit.oss,puedes probar la ropa de la ufc pls? es que quiero ver si me conviene o no,0,0,1703659599,2023-12-27 01:46:39,producto-gymshark,entusiasmo,74,2023-12-27 01:46:39,17,neutral
Jonathan Luna Dominguez,jonathanlunadomin,Ropa en México para hacer ejercicio?,0,0,1703659377,2023-12-27 01:42:57,producto-gymshark,queja,36,2023-12-27 01:42:57,6,neutral
